#OTU ID	ERR505083	ERR505084	ERR505085	ERR505086	ERR505087	ERR505088	ERR505089	ERR505090	ERR505091	ERR505092	ERR505093	ERR505094	ERR505095	ERR505096	ERR505097	ERR505098	ERR505099	ERR505100	ERR505101	ERR505102	ERR505103	ERR505104	ERR505105	ERR505106	ERR671910	ERR671913	ERR671914	ERR671915	ERR671916	ERR671917	ERR671923	ERR671925	ERR671929	ERR671930	ERR671931	ERR671932	ERR671934	ERR671935	ERR671936	ERR671939	ERR687883	ERR687885	ERR687887	ERR687890	ERR687892	ERR687895	ERR687896	ERR687897	SRR1950687	SRR1950688	SRR1950689	SRR1950694	SRR1950695	SRR1950701	SRR1950711	SRR1950716	SRR1950717	SRR1950724	SRR1950729	SRR1950730	SRR1950731	SRR1950736	SRR1950744	SRR1950747	SRR1950748	SRR1950749	SRR1950758	SRR1950762	SRR1950768	SRR1950769	SRR1950776	SRR1950777	SRR6853342	SRR6853343	SRR6853344	SRR6853345	SRR6853346	SRR6853347	SRR6853348	SRR6853349	SRR6853350	SRR6853351	SRR6853352	SRR6853353	SRR6853354	SRR6853355	SRR6853356	SRR6853357	SRR6853358	SRR6853359	SRR6853360	SRR6853361	SRR6853362	SRR6853363	SRR6853364	SRR6853365	SRR6853366	SRR6853367	SRR6853368	SRR6853369	SRR6853370	SRR6853371	SRR6853372	SRR6853373	SRR6853374	SRR6853375	SRR6853376	SRR6853377	SRR6853378	SRR6853379	SRR6853380	SRR6853381	SRR6853382	SRR6853383
Plasmodium yoelii	24	53	55	32	9	45	128	8	12	84	33	11	52	21	20	21	44	62	18	620	8	31	17	33	108	61	47	58	48	67	70	53	73	43	43	72	71	52	42	74	82	63	39	52	57	41	48	97	408	0	1004	1	728	247	739	323	618	953	483	141	215	494	685	1203	1427	1010	863	554	563	718	1012	485	1	1	0	3	10	4	0	2	81	4	6	1	9	13	1	3	0	0	0	52	12	5	10	61	871	13	178	1	3	49	3	3	162	87	4	0	1	4	0	169	4	5
Polychromophilus sp. CP-2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium andersoni	4	24	1	2	5	1	2	0	5	4	0	0	2	0	2	2	1	1	1	0	0	11	1	0	9	3	11	3	8	7	13	5	11	11	12	6	9	10	10	17	16	11	7	5	9	5	5	10	1	0	5	0	2	2	3	4	0	8	1	0	4	5	6	3	12	7	4	3	1	2	9	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
Cryptosporidium canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium cf. scophthalmi JFC-2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium felis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium hominis	0	4	0	0	0	0	1	1	0	0	5	0	0	0	2	11	0	1	0	0	0	0	0	0	7	6	8	6	7	4	6	10	7	3	9	5	6	4	6	8	7	5	2	7	12	6	8	11	2	0	7	0	0	0	1	0	4	3	1	1	2	4	7	0	2	5	4	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cryptosporidium meleagridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium muris	0	9	0	0	0	16	3	1	0	2	0	1	2	0	0	0	0	1	1	4	12	2	6	1	12	7	9	5	11	10	13	16	12	8	11	9	12	13	5	7	17	8	9	6	14	9	11	9	1	0	4	0	7	6	6	3	7	4	2	3	1	3	0	3	5	2	2	2	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0
Cryptosporidium parvum	3	9	2	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	20	8	12	14	16	5	16	10	12	2	5	5	16	10	11	6	12	8	6	10	14	5	5	19	0	0	2	0	1	0	1	0	8	4	2	1	1	0	5	2	5	2	4	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Cryptosporidium serpentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium sp. 715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium sp. chipmunk genotype I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium sp. deer genotype	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium sp. hedgehog/DEU/2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium ubiquitum	4	9	2	2	0	4	2	2	2	0	2	3	3	2	1	2	2	2	1	4	0	1	0	1	15	18	19	27	30	21	35	28	40	22	35	43	32	33	40	22	30	25	25	22	24	18	24	19	3	0	11	0	7	4	6	9	6	6	10	4	3	5	8	2	2	6	7	6	0	4	13	4	0	1	0	0	0	2	0	1	1	0	1	1	0	1	0	0	1	0	0	2	3	1	5	0	9	0	3	0	0	0	0	0	3	1	0	0	0	0	0	2	1	1
Cryptosporidium wrairi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclospora cayetanensis	26	36	25	18	17	15	15	14	6	2	5	5	1	0	11	6	3	6	5	25	5	1	10	6	369	257	276	301	308	319	394	310	378	273	278	350	346	349	316	326	331	336	281	276	308	244	280	374	32	1	36	0	39	28	42	20	44	57	37	14	21	29	53	51	59	52	42	16	39	40	46	28	2	0	22	6	6	14	0	36	35	90	65	12	5	34	3	1	0	0	0	65	16	7	26	6	83	18	10	2	0	7	2	13	7	23	17	1	4	0	8	23	8	68
Cyclospora cercopitheci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeria acervulina	18	31	44	31	5	4	10	3	3	3	18	0	6	2	3	13	7	10	0	12	1	2	5	7	358	258	325	299	313	308	412	344	398	317	328	363	376	383	356	321	343	346	328	282	322	297	329	339	28	0	42	0	33	32	60	39	23	57	25	4	18	27	47	42	47	42	40	22	43	38	25	18	0	0	0	1	12	3	3	36	12	63	13	0	10	8	2	0	0	2	1	43	10	10	16	4	73	1	4	2	1	2	1	6	55	5	4	3	2	1	3	49	3	128
Eimeria bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeria brunetti	9	9	5	4	5	3	4	6	8	30	8	20	50	51	8	8	4	2	8	17	2	2	4	10	308	264	299	305	373	404	378	340	401	302	328	374	366	393	348	349	336	378	330	289	352	310	278	324	31	0	56	0	92	41	44	28	46	72	27	11	12	36	30	42	39	50	36	18	0	23	48	35	7	1	10	13	24	10	2	62	18	186	85	24	21	14	0	0	0	0	0	105	70	14	31	9	114	7	12	2	2	3	4	11	30	7	7	3	1	2	4	153	1	185
Eimeria bukidnonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeria falciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeria maxima	9	46	99	43	3	10	30	3	11	13	5	7	3	1	3	4	3	4	2	41	0	0	5	8	251	201	220	239	264	239	330	285	313	240	252	263	287	286	284	270	265	281	264	233	257	232	209	241	138	0	362	0	427	113	378	124	205	382	184	67	74	184	177	357	406	264	259	143	136	172	327	170	1	0	2	3	4	90	1	57	46	112	26	7	10	5	4	0	0	0	4	66	18	10	18	21	335	3	61	1	1	33	4	4	149	42	5	3	0	4	1	77	11	111
Eimeria mitis	8	18	6	7	3	3	13	3	18	10	6	2	9	1	1	1	3	5	6	22	2	4	2	1	303	239	288	281	333	316	351	300	376	281	258	322	420	409	329	297	344	311	282	283	298	263	263	309	31	0	57	0	33	26	40	22	60	56	28	13	20	32	54	47	39	50	35	18	25	34	42	24	0	1	0	5	11	14	1	81	6	168	36	14	19	9	0	0	3	0	0	111	16	11	42	6	126	1	7	1	0	27	10	7	52	9	2	4	0	2	5	110	41	182
Eimeria necatrix	9	43	14	13	3	8	39	8	5	8	156	758	60	50	23	29	4	4	11	37	8	4	16	18	467	347	377	389	485	430	446	406	507	370	364	487	453	456	430	434	478	497	410	373	457	391	369	498	61	0	83	0	69	76	73	75	72	93	51	34	35	69	76	94	140	94	94	53	76	69	87	53	3	5	5	10	15	8	5	50	159	119	29	21	17	166	25	0	1	0	1	111	17	32	35	13	134	6	34	0	11	17	21	72	32	168	94	7	20	5	69	114	21	148
Eimeria nieschulzi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeria praecox	5	11	4	6	0	2	9	2	5	3	1	1	0	1	1	2	0	0	1	17	1	1	3	1	183	135	172	149	180	176	203	159	207	154	153	187	213	203	170	170	201	194	156	151	187	179	185	188	35	0	74	1	58	24	63	27	106	84	39	22	33	29	33	60	61	53	57	36	31	37	46	46	2	0	6	2	10	11	0	23	2	27	26	6	21	0	0	0	0	2	0	31	12	4	39	3	56	6	9	2	0	3	2	2	19	9	4	3	0	4	0	8	3	28
Eimeria stiedai	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeria tenella	26	86	43	20	6	10	26	2	62	74	21	99	37	17	4	13	7	11	4	64	3	8	9	63	326	258	327	359	342	318	326	318	375	241	252	310	322	298	259	335	316	324	266	315	366	336	334	304	64	3	119	5	95	36	113	56	67	129	47	34	35	65	79	119	136	98	103	62	47	90	103	60	4	1	3	16	31	7	2	50	19	71	29	8	31	11	10	0	1	0	2	51	32	8	25	17	155	7	17	1	2	10	3	12	17	25	7	6	0	1	3	53	7	71
Isospora sp. JRB-2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatozoon catesbianae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lankesterella sp. Guelph2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hammondia hammondi	9	30	31	20	2	6	4	18	5	12	16	55	5	1	3	1	1	3	5	15	0	1	66	3	608	402	476	488	570	495	553	489	541	432	418	525	505	544	509	586	547	532	470	447	634	459	449	555	13	0	41	0	29	19	33	35	45	44	23	9	24	33	36	43	53	29	37	24	2	26	30	21	0	0	1	5	12	11	0	4	18	10	8	3	3	13	1	0	0	0	0	7	8	2	15	2	31	0	4	0	1	7	4	1	7	17	6	2	0	0	2	35	8	4
Hammondia heydorni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neospora caninum	17	50	32	42	31	23	15	11	89	66	14	5	12	4	3	6	4	9	1	25	9	8	19	12	951	750	786	738	933	793	1024	800	990	795	809	913	941	907	880	851	882	912	793	776	793	800	741	908	42	0	63	0	64	53	69	42	34	81	51	14	30	43	65	63	75	66	55	48	63	52	79	38	3	6	66	4	19	31	0	114	12	222	76	29	2	11	1	0	0	2	1	153	42	24	74	7	204	60	10	0	4	10	8	11	80	6	7	8	0	2	2	125	5	243
Sarcocystis alceslatrans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	3	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis falcatula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis hardangeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis hirsuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sarcocystis levinei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis muris	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis neurona	8	11	11	3	4	2	46	0	3	5	9	7	8	0	1	8	2	2	10	25	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	22	0	13	22	36	13	28	44	5	6	19	21	37	33	20	21	41	3	30	16	14	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	2	0	2	4	4	6	0	1	1	0	0	14	3	1	0	0	0	0	0	0	0
Sarcocystis oviformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis rangi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis silva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis sp. JJH-2016a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	3	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcocystis tenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toxoplasma gondii	49	130	99	105	13	66	258	22	32	118	86	33	92	6	35	15	23	37	32	960	17	8	31	49	866	725	814	778	901	835	917	734	928	725	707	844	896	918	841	866	913	919	731	744	772	764	779	900	693	0	2171	1	1975	477	1468	673	1434	2141	1160	339	413	1026	1153	2038	2363	1554	1434	694	971	1296	1617	1098	16	6	9	71	114	63	3	77	212	215	93	41	102	31	13	4	2	1	14	273	150	36	76	135	1556	27	494	9	16	135	21	15	403	166	12	9	2	14	5	222	21	220
Gregarina niphandrodes	17	56	19	7	3	8	14	6	69	102	3	7	29	14	4	5	14	16	3	26	1	3	72	4	313	251	279	252	303	307	381	286	366	284	309	299	350	347	290	320	399	355	287	287	330	268	241	299	30	0	59	0	32	26	60	27	76	52	37	28	23	32	47	66	86	73	70	49	21	52	45	31	7	0	12	3	5	14	0	6	9	44	36	1	4	5	3	0	0	1	0	41	3	6	42	6	52	20	13	6	1	2	3	2	12	10	0	5	0	2	1	27	4	13
Gregarina polymorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
